############,,,,,,,,
# title: bed and marly interbed thickness of the Voirons Flysch outcrops,,,,,,,,
# author: Jérémy Ragusa and Lina Maria Ospina-Ostios,,,,,,,,
# date: 2016/07/04,,,,,,,,
############,,,,,,,,
Todo: replace values with formation abbrev. in unit column,,,,,,,,
############,,,,,,,,
outcrop,section,thickness,rock,bed,province,index,unit,comment
Supersaxel route,Supersaxel route,11,g,2,Grande Combe W,Supersaxel route,4,
Supersaxel route,Supersaxel route,320,m,1 marnes,Grande Combe W,Supersaxel route,4,
Supersaxel route,Supersaxel route,5,g,1b,Grande Combe W,Supersaxel route,4,
Supersaxel route,Supersaxel route,1,g,non dessiné,Grande Combe W,Supersaxel route,4,
Supersaxel route,Supersaxel route,7,g,1a,Grande Combe W,Supersaxel route,4,
Supersaxel route,Supersaxel route,80,m,0 marnes,Grande Combe W,Supersaxel route,4,
Supersaxel,Section 2 – torrent,240,m,7 marnes,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,40,g,7e,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,25,g,7d,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,22,g,7c,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,5,g,7b,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,10,g,7a,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,8,m,6 marnes,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,16,g,6,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,70,m,5 marnes,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,5,g,5,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,2,g,5,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,7,g,5,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,20,m,4 marnes,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,5,g,4,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,40,m,3 marnes,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,4,g,3,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,5,g,3,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,15,m,2 marnes,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,2,g,2,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,6,g,2,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,9,m,1 marnes,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,4,g,1,Grande Combe W,Supersaxel,4,
Supersaxel,Section 2 – torrent,3,g,1,Grande Combe W,Supersaxel,4,
Supersaxel,Section 1 – route,100,m,5 marnes,Grande Combe W,Supersaxel,4,
Supersaxel,Section 1 – route,20,g,5,Grande Combe W,Supersaxel,4,
Supersaxel,Section 1 – route,23,g,4,Grande Combe W,Supersaxel,4,
Supersaxel,Section 1 – route,4,g,3,Grande Combe W,Supersaxel,4,
Supersaxel,Section 1 – route,5,g,2,Grande Combe W,Supersaxel,4,
Supersaxel,Section 1 – route,10,g,1b,Grande Combe W,Supersaxel,4,
Supersaxel,Section 1 – route,25,g,1a,Grande Combe W,Supersaxel,4,
Supersaxel,Section 1 – route,300,m,0 marnes,Grande Combe W,Supersaxel,4,
Ganges Sauthier,Section 3,10,g,38,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,7,m,37 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,1,g,37,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,"2,5",m,36 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,22,g,36,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,12,m,35 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,31,g,35,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,130,g,34,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,12,m,33 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,35,g,33,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,21,m,32 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,30,g,32,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,65,m,31 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,9,g,31,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,20,m,30 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,8,g,30,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,4,m,29 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,8,g,29,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,8,g,28,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,3,m,27 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,"2,5",g,27,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,"4,5",m,26 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,"1,5",g,26,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,16,m,25 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,35,g,25,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,2,m,24 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,23,g,24,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,2,m,23 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,14,g,23,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,16,m,22 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,6,g,22,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,40,m,21 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,80,g,21,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,12,m,20 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,22,g,20,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,11,m,19 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,2,g,19,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,5,m,18 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,7,g,18,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,8,m,17 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,20,g,17,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,6,m,16 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,3,g,16,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 3,18,m,15 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 2,28,g,15,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 2,11,m,14 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 2,28,g,14,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 2,40,m,13 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 2,60,g,13,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 2,200,m,12 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 2,42,g,12,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 2,60,m,11b marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,,200,h,11a hiatus,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,66,g,11,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,10,h,10 hiatus,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,42,g,10,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,48,g,9,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,35,m,8 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,6,g,8,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,11,m,7 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,2,g,7,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,20,m,6 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,25,g,6,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,12,g,5,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,5,g,4,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,110,h,3 hiatus,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,8,g,3b,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,53,g,3a,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,24,g,2,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,17,m,1 marnes,Grande Combe W,Granges Sauthier,4,
Ganges Sauthier,Section 1,53,g,1,Grande Combe W,Granges Sauthier,4,
Rau Bruant,Section 7,120,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 7,15,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 7,135,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 7,90,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 6,35,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 6,13,h,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 6,36,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 6,30,h,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 6,24,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 5,56,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 5,60,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 3,36,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 3,36,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 3,13,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 3,16,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 3,11,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 3,66,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 2,83,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 2,86,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 2,100,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 2,2,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 2,10,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 2,2,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 2,"6,5",g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 2,12,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 2,15,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 2,20,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 1,"21,5",g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 1,"20,5",g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 1,10,g,,Tête de Char S,Rau Bruant,4,
Rau Bruant,Section 1,20,g,,Tête de Char S,Rau Bruant,4,
Grotte aux Loups,Section 2 – cliff,90,g,18d,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,190,g,18c,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,120,g,18b,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,170,g,18a,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,7,m,17 marnes,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,7,g,17,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,4,m,16 marnes,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,8,g,16,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,4,m,15 marnes,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,200,g,15,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,200,g,14,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,77,g,13,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,5,m,12 marnes,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,15,g,12,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,5,m,11 marnes,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,80,g,11,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,150,g,10,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,70,g,9,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,27,g,8c,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 2 – cliff,83,g,8b,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 1 – cave,25,g,8a,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 1 – cave,8,m,7 marnes,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 1 – cave,50,g,7c,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 1 – cave,200,g,7b,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 1 – cave,230,g,7a,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 1 – cave,200,g,6,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 1 – cave,62,g,5,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 1 – cave,27,g,4,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 1 – cave,80,g,3,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 1 – cave,80,g,2,Allinges,Grotte aux Loups,2,
Grotte aux Loups,Section 1 – cave,100,g,1,Allinges,Grotte aux Loups,2,
Rocher d'escalade,Section 4 – petite carrière,400,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 4 – petite carrière,200,h,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 4 – petite carrière,140,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 4 – petite carrière,14,m,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 4 – petite carrière,4,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 4 – petite carrière,"1,5",g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 4 – petite carrière,"4,5",g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 4 – petite carrière,2,m,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 4 – petite carrière,78,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 4 – petite carrière,180,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 3 – grotte paroissialle,50,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 3 – grotte paroissialle,41,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 3 – grotte paroissialle,160,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 3 – grotte paroissialle,21,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 3 – grotte paroissialle,2,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 3 – grotte paroissialle,6,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 3 – grotte paroissialle,3,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 3 – grotte paroissialle,46,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 3 – grotte paroissialle,36,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 3 – grotte paroissialle,200,h,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 2 – cliff,360,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 2 – cliff,240,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 2 – cliff,290,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 2 – cliff,30,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 2 – cliff,2,m,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,20,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,4,m,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,9,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,2,m,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,3,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,65,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,22,m,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,40,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,38,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,32,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,30,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,16,m,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,14,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,50,m,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,10,g,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,12,h,,Allinges,Rocher d'escalade,2,
Rocher d'escalade,Section 1 – cave,130,g,,Allinges,Rocher d'escalade,2,
carrière Avenue des Châteaux,section 3,300,g,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 3,43,g,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 3,50,g,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 3,7,m,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 3,18,g,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 3,21,g,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 3,5,m,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 3,13,g,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 3,43,g,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 3,33,g,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 3,35,g,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 3,78,g,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 3,4,g,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 3,40,g,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 3,122,g,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 3,190,g,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 3,100,g,,Allinges,Avenue-3,2,
carrière Avenue des Châteaux,section 2,500,g,,Allinges,Avenue-2,2,
carrière Avenue des Châteaux,section 2,2,g,,Allinges,Avenue-2,2,
carrière Avenue des Châteaux,section 2,1,g,,Allinges,Avenue-2,2,
carrière Avenue des Châteaux,section 2,5,g,,Allinges,Avenue-2,2,
carrière Avenue des Châteaux,section 2,2,g,,Allinges,Avenue-2,2,
carrière Avenue des Châteaux,section 2,2,g,,Allinges,Avenue-2,2,
carrière Avenue des Châteaux,section 2,215,g,,Allinges,Avenue-2,2,
carrière Avenue des Châteaux,section 1,100, g,,Allinges,Avenue-1,2,
carrière Avenue des Châteaux,section 1,66,g,,Allinges,Avenue-1,2,
carrière Avenue des Châteaux,section 1,3,m,,Allinges,Avenue-1,2,
carrière Avenue des Châteaux,section 1,55,g,,Allinges,Avenue-1,2,
carrière Avenue des Châteaux,section 1,1,m,,Allinges,Avenue-1,2,
carrière Avenue des Châteaux,section 1,61,g,,Allinges,Avenue-1,2,
carrière Avenue des Châteaux,section 1,3,m,,Allinges,Avenue-1,2,
carrière Avenue des Châteaux,section 1,47,g,,Allinges,Avenue-1,2,
carrière Avenue des Châteaux,section 1,2,m,,Allinges,Avenue-1,2,
carrière Avenue des Châteaux,section 1,290,g,,Allinges,Avenue-1,2,
carrière Avenue des Châteaux,section 1,33,g,,Allinges,Avenue-1,2,
carrière Avenue des Châteaux,section 1,15,m,,Allinges,Avenue-1,2,
carrière Avenue des Châteaux,section 1,200,g,,Allinges,Avenue-1,2,
carrière du Fenalet,section NW,14,g,17,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,"2,5",m,16 marnes,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,"7,5",g,16,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,1,m,15 marnes,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,2,g,15,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,5,m,14 marnes,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,"3,5",g,14,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,2,m,13 marnes,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,3,g,13,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,"4,5",m,12 marnes,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,5,g,12,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,1,m,11 marnes,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,"10,5",g,11,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,2,m,10 marnes,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,13,g,10,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,5,m,9 marnes,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,34,g,9,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,2,m,8 marnes,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,"18,5",g,8,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,14,m,7 marnes,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,8,g,7,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,5,m,6 marnes,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,2,g,6,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,2,m,5 marnes,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,6,g,5,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,5,m,4 marnes,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,12,,4c,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,4,,4b,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,14,g,4a,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,4,m,3 marnes,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,6,g,3,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,9,m,2 marnes,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,62,g,2,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,6,m,1 marnes,St-Gingolph,Fenalet-NW,2,
carrière du Fenalet,section NW,30,g,1,St-Gingolph,Fenalet-NW,2,
Planet,,"9,5238095238",g,,Voirons E,Planet,1,
Planet,,"28,5714285714",g,,Voirons E,Planet,1,
Planet,,"28,5714285714",g,,Voirons E,Planet,1,
Planet,,"47,619047619",m,,Voirons E,Planet,1,
Planet,,"45,7142857143",g,,Voirons E,Planet,1,
Planet,,"14,2857142857",g,,Voirons E,Planet,1,
Planet,,"59,0476190476",g,,Voirons E,Planet,1,
Planet,,"5,7142857143",m,,Voirons E,Planet,1,
Planet,,"76,1904761905",g,,Voirons E,Planet,1,
Planet,,160,g,,Voirons E,Planet,1,
Planet,,"67,619047619",g,,Voirons E,Planet,1,
Planet,,"128,5714285714",g,,Voirons E,Planet,1,
Planet,,"48,5714285714",g,,Voirons E,Planet,1,
Planet,,"119,0476190476",m,,Voirons E,Planet,1,
Planet,,"38,0952380952",g,,Voirons E,Planet,1,
Planet,,"150,4761904762",h,,Voirons E,Planet,1,
Planet,,"38,0952380952",g,,Voirons E,Planet,1,
Planet,,"36,1904761905",g,,Voirons E,Planet,1,
Planet,,"150,4761904762",h,,Voirons E,Planet,1,
Planet,,"96,1904761905",g,,Voirons E,Planet,1,
Planet,,"14,2857142857",g,,Voirons E,Planet,1,
Planet,,"38,0952380952",m,,Voirons E,Planet,1,
Planet,,"38,0952380952",g,,Voirons E,Planet,1,
Planet,,"4,7619047619",g,,Voirons E,Planet,1,
Planet,,"9,5238095238",g,,Voirons E,Planet,1,
Planet,,"10,4761904762",g,,Voirons E,Planet,1,
Planet,,200,m,,Voirons E,Planet,1,
Planet,,"47,619047619",g,,Voirons E,Planet,1,
Planet,,"77,1428571429",h,,Voirons E,Planet,1,
Planet,,"19,0476190476",g,,Voirons E,Planet,1,
Planet,,"36,1904761905",m,,Voirons E,Planet,1,
Planet,,"47,619047619",g,,Voirons E,Planet,1,
Planet,,100,m,,Voirons E,Planet,1,
Planet,,"34,2857142857",g,,Voirons E,Planet,1,
Planet,,"14,2857142857",g,,Voirons E,Planet,1,
Planet,,"28,5714285714",g,,Voirons E,Planet,1,
Planet,,"14,2857142857",g,,Voirons E,Planet,1,
Planet,,"226,6666666667",g,,Voirons E,Planet,1,
Planet,,"38,0952380952",g,,Voirons E,Planet,1,
Planet,,"1038,0952380952",g,,Voirons E,Planet,1,
Planet,,200,g,,Voirons E,Planet,1,
Planet,,"4,7619047619",m,,Voirons E,Planet,1,
Planet,,"38,0952380952",g,,Voirons E,Planet,1,
Planet,,"14,2857142857",g,,Voirons E,Planet,1,
Planet,,"47,619047619",g,,Voirons E,Planet,1,
Planet,,"28,5714285714",g,,Voirons E,Planet,1,
Planet,,"55,2380952381",g,,Voirons E,Planet,1,
Planet,,"23,8095238095",g,,Voirons E,Planet,1,
Planet,,"95,2380952381",g,,Voirons E,Planet,1,
Planet,,"9,5238095238",g,,Voirons E,Planet,1,
Planet,,"42,8571428571",g,,Voirons E,Planet,1,
Planet,,"47,619047619",g,,Voirons E,Planet,1,
Planet,,"23,8095238095",g,,Voirons E,Planet,1,
Planet,,"14,2857142857",g,,Voirons E,Planet,1,
Planet,,"9,5238095238",g,,Voirons E,Planet,1,
Planet,,"14,2857142857",g,,Voirons E,Planet,1,
Planet,,"9,5238095238",g,,Voirons E,Planet,1,
Planet,,"9,5238095238",g,,Voirons E,Planet,1,
Planet,,"10,4761904762",g,,Voirons E,Planet,1,
Planet,,"47,619047619",g,,Voirons E,Planet,1,
Planet,,"257,1428571429",m,,Voirons E,Planet,1,
Planet,,"153,3333333333",g,,Voirons E,Planet,1,
Planet,,"10,4761904762",g,,Voirons E,Planet,1,
Planet,,20,m,,Voirons E,Planet,1,
Planet,,"9,5238095238",g,,Voirons E,Planet,1,
Planet,,"4,7619047619",m,,Voirons E,Planet,1,
Planet,,200,m,,Voirons E,Planet,1,
